"","variavel","nivel","cod_munic_ibge_2_fam_eq","ano_atual_familia","n"
"9196","cod_iluminacao_domic_fam_eq","Não informado",33,2015,16569
"9197","cod_iluminacao_domic_fam_eq","Não informado",35,2001,239877
"9198","cod_iluminacao_domic_fam_eq","Não informado",35,2002,493
"9199","cod_iluminacao_domic_fam_eq","Não informado",35,2003,9643
"9200","cod_iluminacao_domic_fam_eq","Não informado",35,2004,10478
"9201","cod_iluminacao_domic_fam_eq","Não informado",35,2005,22592
"9202","cod_iluminacao_domic_fam_eq","Não informado",35,2006,90802
"9203","cod_iluminacao_domic_fam_eq","Não informado",35,2007,21344
"9204","cod_iluminacao_domic_fam_eq","Não informado",35,2008,782
"9205","cod_iluminacao_domic_fam_eq","Não informado",35,2009,334
"9206","cod_iluminacao_domic_fam_eq","Não informado",35,2010,189
"9207","cod_iluminacao_domic_fam_eq","Não informado",35,2011,9207
"9208","cod_iluminacao_domic_fam_eq","Não informado",35,2012,24059
"9209","cod_iluminacao_domic_fam_eq","Não informado",35,2013,19813
"9210","cod_iluminacao_domic_fam_eq","Não informado",35,2014,21203
"9211","cod_iluminacao_domic_fam_eq","Não informado",35,2015,18395
"9212","cod_iluminacao_domic_fam_eq","Não informado",41,2001,169748
"9213","cod_iluminacao_domic_fam_eq","Não informado",41,2002,5
"9214","cod_iluminacao_domic_fam_eq","Não informado",41,2003,11060
"9215","cod_iluminacao_domic_fam_eq","Não informado",41,2004,6617
"9216","cod_iluminacao_domic_fam_eq","Não informado",41,2005,14624
"9217","cod_iluminacao_domic_fam_eq","Não informado",41,2006,52105
"9218","cod_iluminacao_domic_fam_eq","Não informado",41,2007,12566
"9219","cod_iluminacao_domic_fam_eq","Não informado",41,2008,722
"9220","cod_iluminacao_domic_fam_eq","Não informado",41,2009,497
"9221","cod_iluminacao_domic_fam_eq","Não informado",41,2010,169
"9222","cod_iluminacao_domic_fam_eq","Não informado",41,2011,5508
"9223","cod_iluminacao_domic_fam_eq","Não informado",41,2012,9862
"9224","cod_iluminacao_domic_fam_eq","Não informado",41,2013,10440
"9225","cod_iluminacao_domic_fam_eq","Não informado",41,2014,10100
"9226","cod_iluminacao_domic_fam_eq","Não informado",41,2015,6856
"9227","cod_iluminacao_domic_fam_eq","Não informado",42,2001,59219
"9228","cod_iluminacao_domic_fam_eq","Não informado",42,2002,458
"9229","cod_iluminacao_domic_fam_eq","Não informado",42,2003,2008
"9230","cod_iluminacao_domic_fam_eq","Não informado",42,2004,6294
"9231","cod_iluminacao_domic_fam_eq","Não informado",42,2005,9171
"9232","cod_iluminacao_domic_fam_eq","Não informado",42,2006,23203
"9233","cod_iluminacao_domic_fam_eq","Não informado",42,2007,4263
"9234","cod_iluminacao_domic_fam_eq","Não informado",42,2008,247
"9235","cod_iluminacao_domic_fam_eq","Não informado",42,2009,90
"9236","cod_iluminacao_domic_fam_eq","Não informado",42,2010,54
"9237","cod_iluminacao_domic_fam_eq","Não informado",42,2011,3010
"9238","cod_iluminacao_domic_fam_eq","Não informado",42,2012,4097
"9239","cod_iluminacao_domic_fam_eq","Não informado",42,2013,3495
"9240","cod_iluminacao_domic_fam_eq","Não informado",42,2014,2845
"9241","cod_iluminacao_domic_fam_eq","Não informado",42,2015,1719
"9242","cod_iluminacao_domic_fam_eq","Não informado",43,2001,127010
"9243","cod_iluminacao_domic_fam_eq","Não informado",43,2002,124
"9244","cod_iluminacao_domic_fam_eq","Não informado",43,2003,4888
"9245","cod_iluminacao_domic_fam_eq","Não informado",43,2004,9649
"9246","cod_iluminacao_domic_fam_eq","Não informado",43,2005,13747
"9247","cod_iluminacao_domic_fam_eq","Não informado",43,2006,46574
"9248","cod_iluminacao_domic_fam_eq","Não informado",43,2007,7714
"9249","cod_iluminacao_domic_fam_eq","Não informado",43,2008,313
"9250","cod_iluminacao_domic_fam_eq","Não informado",43,2009,122
"9251","cod_iluminacao_domic_fam_eq","Não informado",43,2010,86
"9252","cod_iluminacao_domic_fam_eq","Não informado",43,2011,11035
"9253","cod_iluminacao_domic_fam_eq","Não informado",43,2012,20179
"9254","cod_iluminacao_domic_fam_eq","Não informado",43,2013,15708
"9255","cod_iluminacao_domic_fam_eq","Não informado",43,2014,11029
"9256","cod_iluminacao_domic_fam_eq","Não informado",43,2015,6473
"9257","cod_iluminacao_domic_fam_eq","Não informado",50,2001,24934
"9258","cod_iluminacao_domic_fam_eq","Não informado",50,2002,1
"9259","cod_iluminacao_domic_fam_eq","Não informado",50,2003,979
"9260","cod_iluminacao_domic_fam_eq","Não informado",50,2004,1772
"9261","cod_iluminacao_domic_fam_eq","Não informado",50,2005,2064
"9262","cod_iluminacao_domic_fam_eq","Não informado",50,2006,10376
"9263","cod_iluminacao_domic_fam_eq","Não informado",50,2007,4007
"9264","cod_iluminacao_domic_fam_eq","Não informado",50,2008,200
"9265","cod_iluminacao_domic_fam_eq","Não informado",50,2009,94
"9266","cod_iluminacao_domic_fam_eq","Não informado",50,2010,85
"9267","cod_iluminacao_domic_fam_eq","Não informado",50,2011,1593
"9268","cod_iluminacao_domic_fam_eq","Não informado",50,2012,3955
"9269","cod_iluminacao_domic_fam_eq","Não informado",50,2013,7677
"9270","cod_iluminacao_domic_fam_eq","Não informado",50,2014,5170
"9271","cod_iluminacao_domic_fam_eq","Não informado",50,2015,2979
"9272","cod_iluminacao_domic_fam_eq","Não informado",51,2001,52812
"9273","cod_iluminacao_domic_fam_eq","Não informado",51,2002,3
"9274","cod_iluminacao_domic_fam_eq","Não informado",51,2003,1306
"9275","cod_iluminacao_domic_fam_eq","Não informado",51,2004,4150
"9276","cod_iluminacao_domic_fam_eq","Não informado",51,2005,4381
"9277","cod_iluminacao_domic_fam_eq","Não informado",51,2006,10881
"9278","cod_iluminacao_domic_fam_eq","Não informado",51,2007,4153
"9279","cod_iluminacao_domic_fam_eq","Não informado",51,2008,201
"9280","cod_iluminacao_domic_fam_eq","Não informado",51,2009,43
"9281","cod_iluminacao_domic_fam_eq","Não informado",51,2010,27
"9282","cod_iluminacao_domic_fam_eq","Não informado",51,2011,5322
"9283","cod_iluminacao_domic_fam_eq","Não informado",51,2012,14958
"9284","cod_iluminacao_domic_fam_eq","Não informado",51,2013,15648
"9285","cod_iluminacao_domic_fam_eq","Não informado",51,2014,10722
"9286","cod_iluminacao_domic_fam_eq","Não informado",51,2015,6748
"9287","cod_iluminacao_domic_fam_eq","Não informado",52,2001,85260
"9288","cod_iluminacao_domic_fam_eq","Não informado",52,2002,2
"9289","cod_iluminacao_domic_fam_eq","Não informado",52,2003,2064
"9290","cod_iluminacao_domic_fam_eq","Não informado",52,2004,3090
"9291","cod_iluminacao_domic_fam_eq","Não informado",52,2005,6345
"9292","cod_iluminacao_domic_fam_eq","Não informado",52,2006,26052
"9293","cod_iluminacao_domic_fam_eq","Não informado",52,2007,8592
"9294","cod_iluminacao_domic_fam_eq","Não informado",52,2008,280
"9295","cod_iluminacao_domic_fam_eq","Não informado",52,2009,142
"9296","cod_iluminacao_domic_fam_eq","Não informado",52,2010,91
"9297","cod_iluminacao_domic_fam_eq","Não informado",52,2011,9037
"9298","cod_iluminacao_domic_fam_eq","Não informado",52,2012,15023
"9299","cod_iluminacao_domic_fam_eq","Não informado",52,2013,14486
"9300","cod_iluminacao_domic_fam_eq","Não informado",52,2014,13472
"9301","cod_iluminacao_domic_fam_eq","Não informado",52,2015,8456
"9302","cod_iluminacao_domic_fam_eq","Não informado",53,2001,21223
"9303","cod_iluminacao_domic_fam_eq","Não informado",53,2003,155
"9304","cod_iluminacao_domic_fam_eq","Não informado",53,2004,1
"9305","cod_iluminacao_domic_fam_eq","Não informado",53,2006,8388
"9306","cod_iluminacao_domic_fam_eq","Não informado",53,2007,712
"9307","cod_iluminacao_domic_fam_eq","Não informado",53,2008,5
"9308","cod_iluminacao_domic_fam_eq","Não informado",53,2010,1
"9309","cod_iluminacao_domic_fam_eq","Não informado",53,2011,265
"9310","cod_iluminacao_domic_fam_eq","Não informado",53,2012,2386
"9311","cod_iluminacao_domic_fam_eq","Não informado",53,2013,1047
"9312","cod_iluminacao_domic_fam_eq","Não informado",53,2014,675
"9313","cod_iluminacao_domic_fam_eq","Não informado",53,2015,450
"9314","cod_iluminacao_domic_fam_eq","Outro",0,2001,12
"9315","cod_iluminacao_domic_fam_eq","Outro",0,2002,1230
"9316","cod_iluminacao_domic_fam_eq","Outro",0,2003,2293
"9317","cod_iluminacao_domic_fam_eq","Outro",0,2004,126
"9318","cod_iluminacao_domic_fam_eq","Outro",0,2005,201
"9319","cod_iluminacao_domic_fam_eq","Outro",0,2006,362
"9320","cod_iluminacao_domic_fam_eq","Outro",0,2007,10
"9321","cod_iluminacao_domic_fam_eq","Outro",11,2001,8
"9322","cod_iluminacao_domic_fam_eq","Outro",11,2002,2399
"9323","cod_iluminacao_domic_fam_eq","Outro",11,2003,1657
"9324","cod_iluminacao_domic_fam_eq","Outro",11,2004,2637
"9325","cod_iluminacao_domic_fam_eq","Outro",11,2005,2750
"9326","cod_iluminacao_domic_fam_eq","Outro",11,2006,14699
"9327","cod_iluminacao_domic_fam_eq","Outro",11,2007,8550
"9328","cod_iluminacao_domic_fam_eq","Outro",11,2008,2168
"9329","cod_iluminacao_domic_fam_eq","Outro",11,2009,1528
"9330","cod_iluminacao_domic_fam_eq","Outro",11,2010,1120
"9331","cod_iluminacao_domic_fam_eq","Outro",11,2011,2902
"9332","cod_iluminacao_domic_fam_eq","Outro",11,2012,2697
"9333","cod_iluminacao_domic_fam_eq","Outro",11,2013,1264
"9334","cod_iluminacao_domic_fam_eq","Outro",11,2014,682
"9335","cod_iluminacao_domic_fam_eq","Outro",11,2015,367
"9336","cod_iluminacao_domic_fam_eq","Outro",12,2001,6
"9337","cod_iluminacao_domic_fam_eq","Outro",12,2002,2912
"9338","cod_iluminacao_domic_fam_eq","Outro",12,2003,1784
"9339","cod_iluminacao_domic_fam_eq","Outro",12,2004,2163
"9340","cod_iluminacao_domic_fam_eq","Outro",12,2005,3996
"9341","cod_iluminacao_domic_fam_eq","Outro",12,2006,33346
"9342","cod_iluminacao_domic_fam_eq","Outro",12,2007,11106
"9343","cod_iluminacao_domic_fam_eq","Outro",12,2008,8049
"9344","cod_iluminacao_domic_fam_eq","Outro",12,2009,6395
"9345","cod_iluminacao_domic_fam_eq","Outro",12,2010,4374
"9346","cod_iluminacao_domic_fam_eq","Outro",12,2011,2033
"9347","cod_iluminacao_domic_fam_eq","Outro",12,2012,3016
"9348","cod_iluminacao_domic_fam_eq","Outro",12,2013,1524
"9349","cod_iluminacao_domic_fam_eq","Outro",12,2014,1101
"9350","cod_iluminacao_domic_fam_eq","Outro",12,2015,742
"9351","cod_iluminacao_domic_fam_eq","Outro",13,2001,12
"9352","cod_iluminacao_domic_fam_eq","Outro",13,2002,5430
"9353","cod_iluminacao_domic_fam_eq","Outro",13,2003,9650
"9354","cod_iluminacao_domic_fam_eq","Outro",13,2004,7809
"9355","cod_iluminacao_domic_fam_eq","Outro",13,2005,21490
"9356","cod_iluminacao_domic_fam_eq","Outro",13,2006,63133
"9357","cod_iluminacao_domic_fam_eq","Outro",13,2007,30271
"9358","cod_iluminacao_domic_fam_eq","Outro",13,2008,25045
"9359","cod_iluminacao_domic_fam_eq","Outro",13,2009,16397
"9360","cod_iluminacao_domic_fam_eq","Outro",13,2010,18037
"9361","cod_iluminacao_domic_fam_eq","Outro",13,2011,12858
"9362","cod_iluminacao_domic_fam_eq","Outro",13,2012,8793
"9363","cod_iluminacao_domic_fam_eq","Outro",13,2013,9870
"9364","cod_iluminacao_domic_fam_eq","Outro",13,2014,10934
"9365","cod_iluminacao_domic_fam_eq","Outro",13,2015,5857
"9366","cod_iluminacao_domic_fam_eq","Outro",14,2002,448
"9367","cod_iluminacao_domic_fam_eq","Outro",14,2003,4450
"9368","cod_iluminacao_domic_fam_eq","Outro",14,2004,708
"9369","cod_iluminacao_domic_fam_eq","Outro",14,2005,672
"9370","cod_iluminacao_domic_fam_eq","Outro",14,2006,11094
"9371","cod_iluminacao_domic_fam_eq","Outro",14,2007,3889
"9372","cod_iluminacao_domic_fam_eq","Outro",14,2008,3077
"9373","cod_iluminacao_domic_fam_eq","Outro",14,2009,1888
"9374","cod_iluminacao_domic_fam_eq","Outro",14,2010,1010
"9375","cod_iluminacao_domic_fam_eq","Outro",14,2011,1470
"9376","cod_iluminacao_domic_fam_eq","Outro",14,2012,480
"9377","cod_iluminacao_domic_fam_eq","Outro",14,2013,550
"9378","cod_iluminacao_domic_fam_eq","Outro",14,2014,1243
"9379","cod_iluminacao_domic_fam_eq","Outro",14,2015,974
"9380","cod_iluminacao_domic_fam_eq","Outro",15,2001,28
"9381","cod_iluminacao_domic_fam_eq","Outro",15,2002,63606
"9382","cod_iluminacao_domic_fam_eq","Outro",15,2003,16201
"9383","cod_iluminacao_domic_fam_eq","Outro",15,2004,26170
"9384","cod_iluminacao_domic_fam_eq","Outro",15,2005,49888
"9385","cod_iluminacao_domic_fam_eq","Outro",15,2006,243774
"9386","cod_iluminacao_domic_fam_eq","Outro",15,2007,134694
"9387","cod_iluminacao_domic_fam_eq","Outro",15,2008,62934
"9388","cod_iluminacao_domic_fam_eq","Outro",15,2009,46523
"9389","cod_iluminacao_domic_fam_eq","Outro",15,2010,42341
"9390","cod_iluminacao_domic_fam_eq","Outro",15,2011,28395
"9391","cod_iluminacao_domic_fam_eq","Outro",15,2012,29727
"9392","cod_iluminacao_domic_fam_eq","Outro",15,2013,19893
"9393","cod_iluminacao_domic_fam_eq","Outro",15,2014,18086
"9394","cod_iluminacao_domic_fam_eq","Outro",15,2015,9915
"9395","cod_iluminacao_domic_fam_eq","Outro",16,2002,396
"9396","cod_iluminacao_domic_fam_eq","Outro",16,2003,171
"9397","cod_iluminacao_domic_fam_eq","Outro",16,2004,68
"9398","cod_iluminacao_domic_fam_eq","Outro",16,2005,36
"9399","cod_iluminacao_domic_fam_eq","Outro",16,2006,3271
"9400","cod_iluminacao_domic_fam_eq","Outro",16,2007,3503
"9401","cod_iluminacao_domic_fam_eq","Outro",16,2008,1038
"9402","cod_iluminacao_domic_fam_eq","Outro",16,2009,969
"9403","cod_iluminacao_domic_fam_eq","Outro",16,2010,467
"9404","cod_iluminacao_domic_fam_eq","Outro",16,2011,441
"9405","cod_iluminacao_domic_fam_eq","Outro",16,2012,426
"9406","cod_iluminacao_domic_fam_eq","Outro",16,2013,474
"9407","cod_iluminacao_domic_fam_eq","Outro",16,2014,403
"9408","cod_iluminacao_domic_fam_eq","Outro",16,2015,188
"9409","cod_iluminacao_domic_fam_eq","Outro",17,2001,11
"9410","cod_iluminacao_domic_fam_eq","Outro",17,2002,5733
"9411","cod_iluminacao_domic_fam_eq","Outro",17,2003,2012
"9412","cod_iluminacao_domic_fam_eq","Outro",17,2004,3185
"9413","cod_iluminacao_domic_fam_eq","Outro",17,2005,6845
"9414","cod_iluminacao_domic_fam_eq","Outro",17,2006,26129
"9415","cod_iluminacao_domic_fam_eq","Outro",17,2007,14151
"9416","cod_iluminacao_domic_fam_eq","Outro",17,2008,4775
"9417","cod_iluminacao_domic_fam_eq","Outro",17,2009,3840
"9418","cod_iluminacao_domic_fam_eq","Outro",17,2010,2092
"9419","cod_iluminacao_domic_fam_eq","Outro",17,2011,1028
"9420","cod_iluminacao_domic_fam_eq","Outro",17,2012,1095
"9421","cod_iluminacao_domic_fam_eq","Outro",17,2013,825
"9422","cod_iluminacao_domic_fam_eq","Outro",17,2014,517
"9423","cod_iluminacao_domic_fam_eq","Outro",17,2015,378
"9424","cod_iluminacao_domic_fam_eq","Outro",21,2001,309
"9425","cod_iluminacao_domic_fam_eq","Outro",21,2002,38629
"9426","cod_iluminacao_domic_fam_eq","Outro",21,2003,10580
"9427","cod_iluminacao_domic_fam_eq","Outro",21,2004,17509
"9428","cod_iluminacao_domic_fam_eq","Outro",21,2005,46015
"9429","cod_iluminacao_domic_fam_eq","Outro",21,2006,169559
"9430","cod_iluminacao_domic_fam_eq","Outro",21,2007,63234
"9431","cod_iluminacao_domic_fam_eq","Outro",21,2008,20220
"9432","cod_iluminacao_domic_fam_eq","Outro",21,2009,13402
"9433","cod_iluminacao_domic_fam_eq","Outro",21,2010,9999
"9434","cod_iluminacao_domic_fam_eq","Outro",21,2011,5939
"9435","cod_iluminacao_domic_fam_eq","Outro",21,2012,6140
"9436","cod_iluminacao_domic_fam_eq","Outro",21,2013,3273
"9437","cod_iluminacao_domic_fam_eq","Outro",21,2014,2643
"9438","cod_iluminacao_domic_fam_eq","Outro",21,2015,1642
"9439","cod_iluminacao_domic_fam_eq","Outro",22,2001,111
"9440","cod_iluminacao_domic_fam_eq","Outro",22,2002,13191
"9441","cod_iluminacao_domic_fam_eq","Outro",22,2003,2862
"9442","cod_iluminacao_domic_fam_eq","Outro",22,2004,5424
"9443","cod_iluminacao_domic_fam_eq","Outro",22,2005,15476
"9444","cod_iluminacao_domic_fam_eq","Outro",22,2006,69242
"9445","cod_iluminacao_domic_fam_eq","Outro",22,2007,22017
"9446","cod_iluminacao_domic_fam_eq","Outro",22,2008,7206
"9447","cod_iluminacao_domic_fam_eq","Outro",22,2009,5439
"9448","cod_iluminacao_domic_fam_eq","Outro",22,2010,3717
"9449","cod_iluminacao_domic_fam_eq","Outro",22,2011,7510
"9450","cod_iluminacao_domic_fam_eq","Outro",22,2012,4494
"9451","cod_iluminacao_domic_fam_eq","Outro",22,2013,2255
"9452","cod_iluminacao_domic_fam_eq","Outro",22,2014,1276
"9453","cod_iluminacao_domic_fam_eq","Outro",22,2015,943
"9454","cod_iluminacao_domic_fam_eq","Outro",23,2001,10428
"9455","cod_iluminacao_domic_fam_eq","Outro",23,2002,39678
"9456","cod_iluminacao_domic_fam_eq","Outro",23,2003,19720
"9457","cod_iluminacao_domic_fam_eq","Outro",23,2004,12072
"9458","cod_iluminacao_domic_fam_eq","Outro",23,2005,36727
"9459","cod_iluminacao_domic_fam_eq","Outro",23,2006,127677
"9460","cod_iluminacao_domic_fam_eq","Outro",23,2007,44727
"9461","cod_iluminacao_domic_fam_eq","Outro",23,2008,15973
"9462","cod_iluminacao_domic_fam_eq","Outro",23,2009,15916
"9463","cod_iluminacao_domic_fam_eq","Outro",23,2010,9970
"9464","cod_iluminacao_domic_fam_eq","Outro",23,2011,8240
"9465","cod_iluminacao_domic_fam_eq","Outro",23,2012,9207
"9466","cod_iluminacao_domic_fam_eq","Outro",23,2013,4913
"9467","cod_iluminacao_domic_fam_eq","Outro",23,2014,4974
"9468","cod_iluminacao_domic_fam_eq","Outro",23,2015,3411
"9469","cod_iluminacao_domic_fam_eq","Outro",24,2001,350
"9470","cod_iluminacao_domic_fam_eq","Outro",24,2002,7330
"9471","cod_iluminacao_domic_fam_eq","Outro",24,2003,1627
"9472","cod_iluminacao_domic_fam_eq","Outro",24,2004,2857
"9473","cod_iluminacao_domic_fam_eq","Outro",24,2005,5235
"9474","cod_iluminacao_domic_fam_eq","Outro",24,2006,23786
"9475","cod_iluminacao_domic_fam_eq","Outro",24,2007,7943
"9476","cod_iluminacao_domic_fam_eq","Outro",24,2008,4321
"9477","cod_iluminacao_domic_fam_eq","Outro",24,2009,3328
"9478","cod_iluminacao_domic_fam_eq","Outro",24,2010,3308
"9479","cod_iluminacao_domic_fam_eq","Outro",24,2011,2705
"9480","cod_iluminacao_domic_fam_eq","Outro",24,2012,2796
"9481","cod_iluminacao_domic_fam_eq","Outro",24,2013,2050
"9482","cod_iluminacao_domic_fam_eq","Outro",24,2014,1969
"9483","cod_iluminacao_domic_fam_eq","Outro",24,2015,1240
"9484","cod_iluminacao_domic_fam_eq","Outro",25,2001,110
"9485","cod_iluminacao_domic_fam_eq","Outro",25,2002,7198
"9486","cod_iluminacao_domic_fam_eq","Outro",25,2003,2410
"9487","cod_iluminacao_domic_fam_eq","Outro",25,2004,2181
"9488","cod_iluminacao_domic_fam_eq","Outro",25,2005,5610
"9489","cod_iluminacao_domic_fam_eq","Outro",25,2006,34969
"9490","cod_iluminacao_domic_fam_eq","Outro",25,2007,10912
"9491","cod_iluminacao_domic_fam_eq","Outro",25,2008,4618
"9492","cod_iluminacao_domic_fam_eq","Outro",25,2009,3331
"9493","cod_iluminacao_domic_fam_eq","Outro",25,2010,2071
"9494","cod_iluminacao_domic_fam_eq","Outro",25,2011,3303
"9495","cod_iluminacao_domic_fam_eq","Outro",25,2012,3008
"9496","cod_iluminacao_domic_fam_eq","Outro",25,2013,2117
"9497","cod_iluminacao_domic_fam_eq","Outro",25,2014,1664
"9498","cod_iluminacao_domic_fam_eq","Outro",25,2015,1046
"9499","cod_iluminacao_domic_fam_eq","Outro",26,2001,62
"9500","cod_iluminacao_domic_fam_eq","Outro",26,2002,24700
"9501","cod_iluminacao_domic_fam_eq","Outro",26,2003,10693
"9502","cod_iluminacao_domic_fam_eq","Outro",26,2004,6851
"9503","cod_iluminacao_domic_fam_eq","Outro",26,2005,12268
"9504","cod_iluminacao_domic_fam_eq","Outro",26,2006,86657
"9505","cod_iluminacao_domic_fam_eq","Outro",26,2007,34779
"9506","cod_iluminacao_domic_fam_eq","Outro",26,2008,14904
"9507","cod_iluminacao_domic_fam_eq","Outro",26,2009,13099
"9508","cod_iluminacao_domic_fam_eq","Outro",26,2010,8078
"9509","cod_iluminacao_domic_fam_eq","Outro",26,2011,5772
"9510","cod_iluminacao_domic_fam_eq","Outro",26,2012,6048
"9511","cod_iluminacao_domic_fam_eq","Outro",26,2013,4135
"9512","cod_iluminacao_domic_fam_eq","Outro",26,2014,3855
"9513","cod_iluminacao_domic_fam_eq","Outro",26,2015,2766
"9514","cod_iluminacao_domic_fam_eq","Outro",27,2001,311
"9515","cod_iluminacao_domic_fam_eq","Outro",27,2002,20706
"9516","cod_iluminacao_domic_fam_eq","Outro",27,2003,4531
"9517","cod_iluminacao_domic_fam_eq","Outro",27,2004,4692
"9518","cod_iluminacao_domic_fam_eq","Outro",27,2005,12704
"9519","cod_iluminacao_domic_fam_eq","Outro",27,2006,69530
"9520","cod_iluminacao_domic_fam_eq","Outro",27,2007,21784
"9521","cod_iluminacao_domic_fam_eq","Outro",27,2008,14703
"9522","cod_iluminacao_domic_fam_eq","Outro",27,2009,11962
"9523","cod_iluminacao_domic_fam_eq","Outro",27,2010,8811
"9524","cod_iluminacao_domic_fam_eq","Outro",27,2011,5349
"9525","cod_iluminacao_domic_fam_eq","Outro",27,2012,4380
"9526","cod_iluminacao_domic_fam_eq","Outro",27,2013,2458
"9527","cod_iluminacao_domic_fam_eq","Outro",27,2014,2149
"9528","cod_iluminacao_domic_fam_eq","Outro",27,2015,1772
"9529","cod_iluminacao_domic_fam_eq","Outro",28,2001,707
"9530","cod_iluminacao_domic_fam_eq","Outro",28,2002,5405
"9531","cod_iluminacao_domic_fam_eq","Outro",28,2003,3519
"9532","cod_iluminacao_domic_fam_eq","Outro",28,2004,3945
"9533","cod_iluminacao_domic_fam_eq","Outro",28,2005,15278
"9534","cod_iluminacao_domic_fam_eq","Outro",28,2006,44818
"9535","cod_iluminacao_domic_fam_eq","Outro",28,2007,11631
"9536","cod_iluminacao_domic_fam_eq","Outro",28,2008,4461
"9537","cod_iluminacao_domic_fam_eq","Outro",28,2009,4556
"9538","cod_iluminacao_domic_fam_eq","Outro",28,2010,2775
"9539","cod_iluminacao_domic_fam_eq","Outro",28,2011,2434
"9540","cod_iluminacao_domic_fam_eq","Outro",28,2012,2376
"9541","cod_iluminacao_domic_fam_eq","Outro",28,2013,1417
"9542","cod_iluminacao_domic_fam_eq","Outro",28,2014,1238
"9543","cod_iluminacao_domic_fam_eq","Outro",28,2015,851
"9544","cod_iluminacao_domic_fam_eq","Outro",29,2001,1929
"9545","cod_iluminacao_domic_fam_eq","Outro",29,2002,68523
"9546","cod_iluminacao_domic_fam_eq","Outro",29,2003,26390
"9547","cod_iluminacao_domic_fam_eq","Outro",29,2004,29193
"9548","cod_iluminacao_domic_fam_eq","Outro",29,2005,77864
"9549","cod_iluminacao_domic_fam_eq","Outro",29,2006,390839
"9550","cod_iluminacao_domic_fam_eq","Outro",29,2007,121029
"9551","cod_iluminacao_domic_fam_eq","Outro",29,2008,54623
"9552","cod_iluminacao_domic_fam_eq","Outro",29,2009,41096
"9553","cod_iluminacao_domic_fam_eq","Outro",29,2010,34480
"9554","cod_iluminacao_domic_fam_eq","Outro",29,2011,24536
"9555","cod_iluminacao_domic_fam_eq","Outro",29,2012,25690
"9556","cod_iluminacao_domic_fam_eq","Outro",29,2013,17487
"9557","cod_iluminacao_domic_fam_eq","Outro",29,2014,16940
"9558","cod_iluminacao_domic_fam_eq","Outro",29,2015,10488
"9559","cod_iluminacao_domic_fam_eq","Outro",31,2001,3986
"9560","cod_iluminacao_domic_fam_eq","Outro",31,2002,22996
"9561","cod_iluminacao_domic_fam_eq","Outro",31,2003,16099
"9562","cod_iluminacao_domic_fam_eq","Outro",31,2004,14576
"9563","cod_iluminacao_domic_fam_eq","Outro",31,2005,24627
"9564","cod_iluminacao_domic_fam_eq","Outro",31,2006,101942
"9565","cod_iluminacao_domic_fam_eq","Outro",31,2007,34882
"9566","cod_iluminacao_domic_fam_eq","Outro",31,2008,11480
"9567","cod_iluminacao_domic_fam_eq","Outro",31,2009,9435
"9568","cod_iluminacao_domic_fam_eq","Outro",31,2010,8897
"9569","cod_iluminacao_domic_fam_eq","Outro",31,2011,23699
"9570","cod_iluminacao_domic_fam_eq","Outro",31,2012,11030
"9571","cod_iluminacao_domic_fam_eq","Outro",31,2013,5989
"9572","cod_iluminacao_domic_fam_eq","Outro",31,2014,4891
"9573","cod_iluminacao_domic_fam_eq","Outro",31,2015,4024
"9574","cod_iluminacao_domic_fam_eq","Outro",32,2002,1781
"9575","cod_iluminacao_domic_fam_eq","Outro",32,2003,1243
"9576","cod_iluminacao_domic_fam_eq","Outro",32,2004,3870
"9577","cod_iluminacao_domic_fam_eq","Outro",32,2005,3662
"9578","cod_iluminacao_domic_fam_eq","Outro",32,2006,11212
"9579","cod_iluminacao_domic_fam_eq","Outro",32,2007,6645
"9580","cod_iluminacao_domic_fam_eq","Outro",32,2008,2650
"9581","cod_iluminacao_domic_fam_eq","Outro",32,2009,2774
"9582","cod_iluminacao_domic_fam_eq","Outro",32,2010,2162
"9583","cod_iluminacao_domic_fam_eq","Outro",32,2011,3173
"9584","cod_iluminacao_domic_fam_eq","Outro",32,2012,2137
"9585","cod_iluminacao_domic_fam_eq","Outro",32,2013,1755
"9586","cod_iluminacao_domic_fam_eq","Outro",32,2014,1943
"9587","cod_iluminacao_domic_fam_eq","Outro",32,2015,1323
"9588","cod_iluminacao_domic_fam_eq","Outro",33,2001,16
"9589","cod_iluminacao_domic_fam_eq","Outro",33,2002,2934
"9590","cod_iluminacao_domic_fam_eq","Outro",33,2003,3372
"9591","cod_iluminacao_domic_fam_eq","Outro",33,2004,14918
"9592","cod_iluminacao_domic_fam_eq","Outro",33,2005,8252
"9593","cod_iluminacao_domic_fam_eq","Outro",33,2006,49443
"9594","cod_iluminacao_domic_fam_eq","Outro",33,2007,37362
"9595","cod_iluminacao_domic_fam_eq","Outro",33,2008,17063
"9596","cod_iluminacao_domic_fam_eq","Outro",33,2009,13528
"9597","cod_iluminacao_domic_fam_eq","Outro",33,2010,11619
"9598","cod_iluminacao_domic_fam_eq","Outro",33,2011,24119
"9599","cod_iluminacao_domic_fam_eq","Outro",33,2012,20252
"9600","cod_iluminacao_domic_fam_eq","Outro",33,2013,14250
"9601","cod_iluminacao_domic_fam_eq","Outro",33,2014,11793
"9602","cod_iluminacao_domic_fam_eq","Outro",33,2015,7710
"9603","cod_iluminacao_domic_fam_eq","Outro",35,2002,9724
"9604","cod_iluminacao_domic_fam_eq","Outro",35,2003,7321
